PMID	Year	Title	MeshTerm
12019158	2002	Chromosome instability in lymphocytes: a potential indicator of predisposition to oral premalignant lesions.	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide,Bleomycin,Case-Control Studies,Chromosome Aberrations,Chromosomes, Human, Pair 3,Erythroplasia,Female,Genetic Predisposition to Disease,Humans,In Situ Hybridization, Fluorescence,Leukoplakia, Oral,Lymphocytes,Male,Middle Aged,Mutagens,Smoking
12019159	2002	Combinations of the variant genotypes of GSTP1, GSTM1, and p53 are associated with an increased lung cancer risk.	Adult,Age Factors,Aged,Case-Control Studies,Female,Genes, p53,Genetic Predisposition to Disease,Genotype,Glutathione S-Transferase pi,Glutathione Transferase,Humans,Isoenzymes,Lung Neoplasms,Male,Middle Aged,Models, Genetic,Polymerase Chain Reaction,Polymorphism, Genetic,Polymorphism, Restriction Fragment Length
12019160	2002	Multiple roles for platelet GPIIb/IIIa and alphavbeta3 integrins in tumor growth, angiogenesis, and metastasis.	Abciximab,Animals,Antibodies, Monoclonal,Apoptosis,Blood Platelets,Cattle,Cell Adhesion,Cell Division,Cell Movement,Endothelium, Vascular,Extracellular Matrix Proteins,Female,Fibrin,Fibrinolytic Agents,Fibroblast Growth Factor 2,HT29 Cells,Humans,Immunoglobulin Fab Fragments,Melanoma,Mice,Mice, Nude,Neovascularization, Pathologic,Platelet Glycoprotein GPIIb-IIIa Complex,Rats,Receptors, Vitronectin,Xenograft Model Antitumor Assays
12019161	2002	Suppression of thymidine phosphorylase-mediated angiogenesis and tumor growth by 2-deoxy-L-ribose.	Animals,Carcinoma, Squamous Cell,Cell Division,Chemotaxis,Deoxyribose,Enzyme Inhibitors,Humans,Male,Mice,Mice, Inbred BALB C,Mice, Nude,Neovascularization, Pathologic,Neovascularization, Physiologic,Rats,Rats, Sprague-Dawley,Stereoisomerism,Thymidine Phosphorylase,Tumor Cells, Cultured
12019162	2002	Antibody targeting of the EphA2 tyrosine kinase inhibits malignant cell behavior.	Antibodies, Monoclonal,Breast Neoplasms,Cell Division,Collagen,Drug Combinations,Epithelial Cells,Epitopes,Female,Growth Inhibitors,Humans,Immunization, Passive,Laminin,Male,Prostatic Neoplasms,Proteoglycans,Receptor Protein-Tyrosine Kinases,Receptor, EphA2,Tumor Cells, Cultured
12019163	2002	A recombinant CD7-specific single-chain immunotoxin is a potent inducer of apoptosis in acute leukemic T cells.	ADP Ribose Transferases,Animals,Antibody Specificity,Antigens, CD7,Apoptosis,Bacterial Toxins,COS Cells,Child,Epitopes,Exotoxins,Female,Humans,Immunoglobulin Fragments,Immunotoxins,Infant,Jurkat Cells,Leukemia, T-Cell,Poly(ADP-ribose) Polymerases,Protein Structure, Tertiary,Recombinant Proteins,Tumor Cells, Cultured,Virulence Factors
12019164	2002	Increased tumorigenicity, but unchanged immunogenicity, of transporter for antigen presentation 1-deficient tumors.	3T3 Cells,ATP Binding Cassette Transporter, Subfamily B, Member 2,ATP-Binding Cassette Transporters,Animals,Antigen Presentation,CD8-Positive T-Lymphocytes,Cell Line, Transformed,Female,Interferon-gamma,Lymphocytes, Tumor-Infiltrating,Mice,Mice, Inbred BALB C,Mice, Inbred DBA,Mice, Nude,Neoplasms, Experimental,Spleen,T-Lymphocytes,Transfection
12019165	2002	Induction of leukemia-specific cytotoxic response by cross-presentation of late-apoptotic leukemic blasts by autologous dendritic cells of nonleukemic origin.	Acute Disease,Adult,Aged,Antigen Presentation,Apoptosis,Dendritic Cells,Female,Humans,Immunophenotyping,Immunotherapy, Adoptive,Leukemia, Myeloid,Lymphocyte Culture Test, Mixed,Male,Middle Aged,Remission Induction,T-Lymphocytes, Cytotoxic
12019166	2002	Glycolipid-anchored IL-12 expressed on tumor cell surface induces antitumor immune response.	Animals,CD59 Antigens,Cell Membrane,Female,Glycosylphosphatidylinositols,Humans,Interferon-gamma,Interleukin-12,Lymphocyte Activation,Lymphocyte Culture Test, Mixed,Mast-Cell Sarcoma,Mice,Mice, Inbred DBA,Rats,Recombinant Fusion Proteins,Spleen,T-Lymphocytes,Transfection
12019167	2002	Expression of the proteasome activator PA28 rescues the presentation of a cytotoxic T lymphocyte epitope on melanoma cells.	Amino Acid Sequence,Animals,Antigen Presentation,COS Cells,Epitopes, T-Lymphocyte,HLA-A Antigens,HLA-A2 Antigen,Humans,Interferon-gamma,Intramolecular Oxidoreductases,K562 Cells,Melanoma,Molecular Sequence Data,Muscle Proteins,Peptide Fragments,Proteasome Endopeptidase Complex,Protein Biosynthesis,Proteins,T-Lymphocytes, Cytotoxic,Transfection,Tumor Cells, Cultured
12019170	2002	Initiation of human astrocytoma by clonal evolution of cells with progressive loss of p53 functions in a patient with a 283H TP53 germ-line mutation: evidence for a precursor lesion.	Adult,Astrocytoma,Brain Neoplasms,Cell Division,Cell Transformation, Neoplastic,Cyclin-Dependent Kinase Inhibitor p21,Cyclins,DNA, Neoplasm,Disease Progression,Gene Expression Regulation, Neoplastic,Genes, p53,Germ-Line Mutation,Humans,Male,Models, Molecular,Neoplasm Recurrence, Local,Point Mutation,Precancerous Conditions,Proto-Oncogene Proteins,Proto-Oncogene Proteins c-bcl-2,Transcriptional Activation,Tumor Suppressor Protein p53,bcl-2-Associated X Protein
12019173	2002	Development of a highly specialized cDNA array for the study and diagnosis of epithelial ovarian cancer.	Carcinoma, Papillary,Cystadenocarcinoma, Serous,DNA, Complementary,Down-Regulation,Female,Gene Expression Profiling,Gene Expression Regulation, Neoplastic,Humans,Multigene Family,Oligonucleotide Array Sequence Analysis,Ovarian Neoplasms,Reproducibility of Results,Tumor Cells, Cultured,Up-Regulation
12019174	2002	Role of the von Hippel-Lindau tumor suppressor gene in the formation of beta1-integrin fibrillar adhesions.	Cell Adhesion,Cell Membrane,Extracellular Matrix,Fibronectins,Genes, Tumor Suppressor,Humans,Integrin beta1,Kidney Neoplasms,Ligases,Transfection,Tumor Suppressor Proteins,Ubiquitin-Protein Ligases,Von Hippel-Lindau Tumor Suppressor Protein
12019175	2002	Expression of chemokine receptor CCR7 is associated with lymph node metastasis of gastric carcinoma.	Actins,Aged,Calcium,Chemokine CCL21,Chemokines, CC,Chemotaxis,Female,Humans,Lymph Nodes,Lymphatic Metastasis,Male,Neoplasm Invasiveness,RNA, Messenger,Receptors, CCR7,Receptors, Chemokine,Stomach Neoplasms,Tumor Cells, Cultured
12019176	2002	Expression of the type 1 insulin-like growth factor receptor is up-regulated in primary prostate cancer and commonly persists in metastatic disease.	Adenocarcinoma,Aged,Aged, 80 and over,Bone Neoplasms,Down-Regulation,Epithelium,Humans,Immunohistochemistry,Insulin Receptor Substrate Proteins,Male,Middle Aged,PTEN Phosphohydrolase,Phosphoproteins,Phosphoric Monoester Hydrolases,Prostatic Neoplasms,Receptor, IGF Type 1,Tumor Suppressor Proteins,Up-Regulation
12019177	2002	Constitutive c-Met signaling through a nonautocrine mechanism promotes metastasis in a transgenic transplantation model.	Animals,Hepatocyte Growth Factor,Liver Neoplasms, Experimental,Lung Neoplasms,Male,Melanoma, Experimental,Mice,Mice, Inbred C57BL,Mice, Nude,Mice, Transgenic,Neoplasm Transplantation,Proto-Oncogene Proteins c-met,Signal Transduction,Transfection
12019178	2002	Expression of hypoxia-inducible factors in human renal cancer: relationship to angiogenesis and to the von Hippel-Lindau gene mutation.	Adenocarcinoma, Clear Cell,Aged,Carcinoma, Renal Cell,Female,Gene Expression Regulation, Neoplastic,Humans,Hypoxia-Inducible Factor 1, alpha Subunit,Kidney Neoplasms,Ligases,Male,Middle Aged,Mutation,Neovascularization, Pathologic,RNA, Messenger,Transcription Factors,Tumor Suppressor Proteins,Ubiquitin-Protein Ligases,Up-Regulation,Von Hippel-Lindau Tumor Suppressor Protein
12019179	2002	Rescue of hypoxia-inducible factor-1alpha-deficient tumor growth by wild-type cells is independent of vascular endothelial growth factor.	Animals,Apoptosis,Cell Differentiation,Cell Division,Cell Hypoxia,Cell Transformation, Neoplastic,Endothelial Growth Factors,Female,Hypoxia-Inducible Factor 1, alpha Subunit,Lymphokines,Mice,Mice, Inbred BALB C,Mice, Nude,RNA, Messenger,Stem Cells,Teratocarcinoma,Transcription Factors,Vascular Endothelial Growth Factor A,Vascular Endothelial Growth Factors
12019180	2002	Critical involvement of the phosphatidylinositol 3-kinase/Akt pathway in anchorage-independent growth and hematogeneous intrahepatic metastasis of liver cancer.	Animals,Carcinoma, Hepatocellular,Cell Adhesion,Cell Division,Chromones,Enzyme Activation,Enzyme Inhibitors,Humans,Liver Neoplasms,Male,Mice,Mice, SCID,Morpholines,Neoplasm Transplantation,Neoplastic Cells, Circulating,Phosphatidylinositol 3-Kinases,Signal Transduction,Tumor Cells, Cultured
12019181	2002	Identification and characterization of Bimgamma, a novel proapoptotic BH3-only splice variant of Bim.	Adaptor Proteins, Signal Transducing,Alternative Splicing,Amino Acid Sequence,Apoptosis,Apoptosis Regulatory Proteins,Bcl-2-Like Protein 11,Carrier Proteins,Cytosol,Humans,Intracellular Membranes,Male,Membrane Proteins,Molecular Sequence Data,Prostatic Neoplasms,Proto-Oncogene Proteins,RNA, Messenger,Sequence Homology, Amino Acid,Tumor Cells, Cultured,Up-Regulation
12019208	2002	Germline mutation of ARF in a melanoma kindred.	Adult,Base Sequence,Breast Neoplasms,Cyclin-Dependent Kinase Inhibitor p16,DNA, Neoplasm,Female,Genetic Predisposition to Disease,Germ-Line Mutation,Humans,Male,Melanoma,Middle Aged,Molecular Sequence Data,Mutation, Missense,Pedigree,Tumor Suppressor Protein p14ARF,Tumor Suppressor Proteins
12019211	2002	Functional analysis of MSH6 mutations linked to kindreds with putative hereditary non-polyposis colorectal cancer syndrome.	Adult,Base Pair Mismatch,Colorectal Neoplasms, Hereditary Nonpolyposis,Conserved Sequence,DNA Repair,DNA-Binding Proteins,Humans,Middle Aged,MutS Homolog 2 Protein,Mutation, Missense,Proto-Oncogene Proteins
12019214	2002	CGH-targeted linkage analysis reveals a possible BRCA1 modifier locus on chromosome 5q.	Adult,BRCA1 Protein,Breast Neoplasms,Chromosome Mapping,Chromosomes, Human, Pair 4,Chromosomes, Human, Pair 5,Female,Gene Targeting,Genetic Markers,Humans,Middle Aged,Nucleic Acid Hybridization
12019265	2002	Identification of a novel transcriptional activator, BSAC, by a functional cloning to inhibit tumor necrosis factor-induced cell death.	Amino Acid Sequence,Animals,Apoptosis,Blotting, Northern,Cell Death,Cell Line,Cloning, Molecular,DNA-Binding Proteins,Dose-Response Relationship, Drug,Fibroblasts,Gene Library,Genes, Reporter,HeLa Cells,Humans,Leukemia,Mice,Models, Genetic,Molecular Sequence Data,Nuclear Proteins,Oncogene Proteins, Fusion,Plasmids,Protein Binding,Protein Structure, Tertiary,Sequence Homology, Amino Acid,Time Factors,Tissue Distribution,Trans-Activators,Transcription, Genetic,Transcriptional Activation,Transfection,Tumor Necrosis Factor-alpha
12019349	2002	Melatonin in clinical oncology.	Antineoplastic Agents,Antioxidants,Clinical Trials as Topic,Humans,Melatonin,Neoplasms,Pineal Gland
12019348	2002	Oncostatic action of melatonin: facts and question marks.	Animals,Antineoplastic Agents,Humans,Melatonin,Neoplasms,Neoplasms, Experimental
12019351	2002	Differential regulation by melatonin of cell growth and androgen receptor binding to the androgen response element in prostate cancer cells.	Antioxidants,Cell Cycle,DNA,Electrophoresis,Flow Cytometry,Humans,Male,Melatonin,Mutation,Prostatic Neoplasms,Receptors, Androgen,Response Elements,Thymidine,Tumor Cells, Cultured
12019352	2002	Effects of melatonin and melatonin receptors ligand N-(4-methoxy-1H-indol-2-yl)methylpropanamide on murine Colon 38 cancer growth in vitro and in vivo.	Animals,Antineoplastic Agents,Antioxidants,Apoptosis,Bromodeoxyuridine,Cell Division,Colonic Neoplasms,Indoles,Ligands,Melatonin,Mice,Mice, Inbred Strains,Neoplasm Transplantation,Receptors, Cell Surface,Receptors, Cytoplasmic and Nuclear,Receptors, Melatonin,Tumor Cells, Cultured
12019353	2002	Expression of melatonin MT(1) and MT(2) receptors, and ROR alpha(1) receptor in transplantable murine Colon 38 cancer.	Animals,Blotting, Southern,Blotting, Western,Cell Membrane,Cell Nucleus,Colonic Neoplasms,Gene Expression Regulation, Neoplastic,Male,Mice,Neoplasm Transplantation,Nuclear Receptor Subfamily 1, Group F, Member 1,RNA, Messenger,Receptors, Cell Surface,Receptors, Cytoplasmic and Nuclear,Receptors, Melatonin,Reverse Transcriptase Polymerase Chain Reaction,Trans-Activators
12019358	2002	Melatonin and magnetic fields.	Animals,Anticarcinogenic Agents,Electromagnetic Fields,Humans,Melatonin,Neoplasms
12019360	2002	Extrapineal melatonin in pathology: new perspectives for diagnosis, prognosis and treatment of illness.	Diagnosis,Humans,Melatonin,Neoplasms,Pineal Gland,Prognosis,Tissue Distribution
12019370	2002	Despite some expression of folate receptor alpha in human mesothelioma cells, internalization of methotrexate is predominantly carrier mediated.	Base Sequence,Biological Transport,Carrier Proteins,Folate Receptors, GPI-Anchored,Gene Expression,Humans,Membrane Transport Proteins,Mesothelioma,Methotrexate,Molecular Sequence Data,Polymerase Chain Reaction,Receptors, Cell Surface,Reduced Folate Carrier Protein,Reference Values,Sensitivity and Specificity,Tumor Cells, Cultured
12019373	2002	Cardiomyoplasty: ventricular reconstruction after tumor resection.	Adult,Cardiomyoplasty,Female,Follow-Up Studies,Heart Neoplasms,Heart Transplantation,Heart Ventricles,Humans,Magnetic Resonance Imaging,Male,Middle Aged,Postoperative Complications,Reconstructive Surgical Procedures,Retrospective Studies,Severity of Illness Index,Survival Rate,Time Factors,Tomography, X-Ray Computed,Treatment Outcome
12019383	2002	Virtual bronchoscopy for evaluation of malignant tumors of the thorax.	Adult,Aged,Aged, 80 and over,Bronchoscopy,Evaluation Studies as Topic,Female,Fiber Optic Technology,Humans,Image Processing, Computer-Assisted,Male,Middle Aged,Prospective Studies,Sensitivity and Specificity,Thoracic Neoplasms,User-Computer Interface
12019398	2002	Toll-like receptors and surgical disease.	Animals,Cardiac Surgical Procedures,Dendritic Cells,Drosophila Proteins,Graft Rejection,Humans,Immunity, Innate,Inflammatory Bowel Diseases,Lipopolysaccharides,Membrane Glycoproteins,Neoplasms,Receptors, Cell Surface,Surgical Procedures, Operative,Toll-Like Receptors
12019399	2002	Morbidity and mortality of gastrectomy for cancer in Department of Veterans Affairs Medical Centers.	Adult,Aged,Aged, 80 and over,Female,Gastrectomy,Humans,Logistic Models,Male,Middle Aged,Morbidity,Prospective Studies,Resuscitation,Risk Factors,Stomach Neoplasms
12019403	2002	V804M RET mutation and familial medullary thyroid carcinoma: report of a large family with expression of the disease only in the homozygous gene carriers.	Adolescent,Adult,Carcinoma, Medullary,Child,Child, Preschool,Drosophila Proteins,Female,Heterozygote,Homozygote,Humans,Male,Middle Aged,Mutation,Proto-Oncogene Proteins,Proto-Oncogene Proteins c-ret,Receptor Protein-Tyrosine Kinases,Thyroid Neoplasms
12019405	2002	Lack of efficacy of prophylactic continuous hyperthermic peritoneal perfusion on subsequent peritoneal recurrence and survival in patients with advanced gastric cancer.	Adult,Aged,Chemotherapy, Cancer, Regional Perfusion,Female,Humans,Hyperthermia, Induced,Male,Middle Aged,Neoplasm Recurrence, Local,Peritoneal Neoplasms,Prognosis,Stomach Neoplasms
12019406	2002	Percutaneous transhepatic lymphography method to image and treat intra-abdominal lymph node metastasis in patients with unresectable hepatobiliary pancreatic cancer.	Aged,Aged, 80 and over,Antineoplastic Agents,Bile Duct Neoplasms,Carcinoma, Hepatocellular,Cholangiocarcinoma,Drug Delivery Systems,Female,Humans,Liver Neoplasms,Lymphatic Metastasis,Lymphography,Male,Middle Aged,Pancreatic Neoplasms,Tomography, X-Ray Computed
12019408	2002	Prognostic value of thymidine phosphorylase/platelet-derived endothelial cell growth factor in advanced colorectal cancer after surgery: evaluation with a new monoclonal antibody.	Aged,Antibodies, Monoclonal,Colorectal Neoplasms,Female,Humans,Immunohistochemistry,Male,Middle Aged,Neovascularization, Pathologic,Prognosis,Survival Rate,Thymidine Phosphorylase
12019409	2002	Clinical significance of preoperative serum vascular endothelial growth factor levels in patients with colorectal cancer and the effect of tumor surgery.	Aged,Aged, 80 and over,Colorectal Neoplasms,Endothelial Growth Factors,Female,Humans,Lymphokines,Male,Middle Aged,Prognosis,Vascular Endothelial Growth Factor A,Vascular Endothelial Growth Factors
